age,gender,region,income,credit_score,loan_amount,loan_term,employment_years,existing_loans,loan_approved
46,Female,Rural,1514931,616,724603,48,36,1,0
53,Male,Urban,1604291,310,771373,12,34,5,0
42,Female,Urban,224111,700,178246,24,26,0,1
38,Female,Rural,1205923,502,175060,12,39,4,0
53,Male,Urban,1407767,826,254710,12,23,3,1
27,Female,Rural,1318668,815,672322,72,35,2,1
54,Male,Urban,529133,480,141469,12,34,2,0
26,Female,Rural,212144,730,78362,36,39,5,0
41,Male,Rural,1879426,857,358723,24,5,4,0
52,Female,Urban,1543512,712,549476,72,6,5,0
52,Male,Urban,1658576,842,537355,12,13,3,1
65,Female,Urban,1862412,628,252186,24,16,0,0
53,Male,Urban,1753215,859,107119,60,26,2,0
35,Female,Rural,683348,483,80044,72,5,2,0
56,Male,Urban,439315,430,485522,72,2,0,0
49,Female,Urban,1618492,574,209116,12,38,4,0
41,Female,Rural,233495,670,764373,48,34,2,0
40,Male,Urban,1940250,755,856265,60,1,3,1
49,Female,Urban,1548523,324,213375,48,18,3,0
54,Male,Rural,1788186,687,165163,60,22,2,1
29,Female,Urban,750329,608,710702,72,16,1,0
30,Female,Urban,797492,478,953958,72,8,0,0
40,Male,Urban,1358496,505,314037,36,39,3,0
42,Female,Rural,590915,304,745781,36,8,0,0
52,Male,Urban,522610,605,499396,60,34,4,0
58,Male,Urban,287909,477,829845,72,8,2,0
47,Female,Urban,198670,614,308197,60,11,2,0
34,Female,Urban,1285937,892,569212,24,2,1,0
37,Male,Urban,835844,430,702327,36,36,5,0
65,Male,Rural,398695,524,898176,72,20,2,0
42,Female,Urban,1285674,605,73036,24,27,1,0
39,Male,Urban,176612,609,953653,48,32,2,0
30,Female,Urban,425863,390,782389,36,33,1,0
36,Female,Urban,375050,561,900118,24,21,4,0
53,Male,Urban,1716340,737,247120,12,36,5,1
29,Male,Urban,382835,821,848047,48,29,3,0
58,Female,Urban,1671945,417,895845,36,30,0,0
36,Male,Rural,1357736,742,841783,12,15,4,1
29,Female,Urban,1989537,892,62483,60,34,5,0
26,Female,Urban,1435920,658,153038,12,0,4,0
24,Female,Urban,1244451,473,842272,60,8,3,0
45,Male,Urban,1127417,761,473650,60,0,3,0
31,Male,Urban,429483,695,864461,60,22,2,0
48,Female,Urban,527218,529,72230,60,36,4,0
36,Female,Rural,846578,456,161324,48,17,1,0
64,Female,Urban,271090,633,333064,72,3,0,0
33,Male,Urban,706969,604,338193,60,9,1,1
22,Female,Urban,1976316,598,979133,60,26,5,0
52,Male,Rural,720838,642,946251,60,1,1,0
29,Female,Urban,1672588,818,705045,36,3,2,1
42,Female,Urban,1500225,312,460358,72,39,2,0
38,Female,Urban,123354,682,255361,24,32,4,0
53,Male,Rural,1051167,474,804199,12,40,5,0
40,Female,Urban,1393895,702,381841,12,7,1,1
33,Male,Urban,1977919,755,354523,24,14,1,1
56,Female,Urban,500667,567,769481,48,6,2,0
62,Male,Rural,428010,639,78036,60,29,5,0
59,Male,Urban,390267,326,991033,72,23,4,0
56,Male,Rural,1148317,558,896414,72,19,5,0
31,Female,Rural,300159,863,285212,36,4,4,0
48,Female,Urban,1228488,434,709977,12,6,0,0
22,Female,Urban,717543,606,527717,24,36,5,0
52,Female,Urban,670967,780,407104,60,1,3,0
40,Female,Urban,1769875,316,773308,12,9,2,0
46,Male,Urban,1296954,689,901846,12,12,2,0
60,Female,Urban,1494158,717,938917,12,20,1,0
28,Female,Urban,580564,348,72531,60,2,3,0
35,Male,Urban,906266,360,370065,48,13,1,0
64,Male,Rural,957081,613,879624,24,15,2,0
29,Male,Urban,267178,887,307111,72,7,3,1
26,Male,Urban,913294,445,681577,72,23,2,0
27,Male,Urban,1917174,795,54629,72,13,5,0
61,Male,Urban,704821,305,961300,24,5,0,0
34,Female,Urban,485028,504,356166,12,23,2,0
55,Male,Urban,1950479,549,592269,72,28,4,0
24,Male,Rural,927297,644,528994,72,25,0,0
63,Female,Urban,303069,731,395768,48,33,0,0
30,Female,Urban,1276222,643,836453,48,4,3,0
57,Male,Rural,534222,716,622954,60,33,3,0
59,Female,Urban,834500,832,702929,24,33,3,0
26,Male,Urban,1799182,786,855652,72,12,4,0
44,Male,Urban,1796793,354,747432,12,2,5,0
19,Male,Urban,1891190,476,328549,12,4,3,0
22,Female,Rural,1075146,767,838360,48,21,0,1
46,Female,Urban,911068,794,664046,36,20,3,0
54,Female,Urban,914501,820,979452,60,26,3,0
55,Female,Urban,533125,417,371024,48,23,5,0
36,Female,Urban,667679,688,503134,60,38,3,1
25,Female,Rural,1430591,717,424941,48,7,4,0
65,Female,Urban,1357405,501,573020,48,3,0,0
62,Male,Urban,1443357,444,962461,72,35,1,0
18,Male,Rural,1400094,480,824634,48,5,0,0
39,Female,Urban,572984,335,170353,36,30,1,0
34,Female,Urban,1101248,335,179688,24,4,2,0
24,Female,Rural,977119,696,220424,12,5,3,0
42,Male,Urban,1721391,831,860016,60,1,0,1
62,Female,Urban,298832,529,333732,48,0,2,0
21,Female,Urban,1685244,510,703535,12,28,3,0
53,Male,Urban,1997979,769,389471,48,22,2,1
23,Female,Urban,328986,305,737172,24,17,5,0
48,Female,Rural,126126,758,383466,24,2,1,0
36,Male,Urban,1345717,693,385257,24,15,2,0
61,Female,Urban,621993,458,645986,48,35,2,0
56,Male,Urban,1199719,445,538213,12,30,1,0
44,Male,Rural,311126,651,561672,24,21,2,0
27,Female,Urban,1542655,346,376601,72,7,3,0
43,Male,Rural,350267,835,759619,60,21,3,0
36,Male,Urban,1260840,409,490782,36,12,5,0
56,Male,Urban,912062,786,140337,36,37,2,1
20,Male,Rural,1343350,516,103853,36,28,4,0
62,Male,Urban,1348210,403,536178,36,15,2,0
30,Male,Urban,1699839,856,649181,36,9,3,0
45,Female,Urban,515561,638,333478,36,33,5,0
37,Female,Urban,439155,582,906432,48,32,2,0
45,Male,Rural,1441154,833,903638,12,13,2,0
25,Male,Urban,1362776,327,223165,60,31,3,0
58,Male,Rural,1260094,846,590889,12,22,2,1
56,Male,Rural,806122,814,506284,60,14,0,1
18,Female,Urban,766794,721,553291,24,24,5,0
20,Female,Urban,1660807,804,994175,72,25,2,0
30,Female,Urban,183017,553,231597,72,11,4,0
45,Male,Rural,1263516,539,725437,72,18,1,0
42,Female,Rural,340520,540,151462,60,39,3,0
50,Male,Urban,1995721,501,131609,48,18,1,0
55,Female,Urban,1405673,434,889918,24,31,1,0
23,Female,Urban,1280081,777,838761,36,9,3,1
61,Female,Urban,577092,772,971333,48,26,1,0
62,Male,Rural,840068,725,803553,48,22,0,1
49,Male,Urban,109414,653,80656,12,40,5,1
62,Female,Rural,1208691,666,542546,12,17,4,0
64,Male,Urban,977255,868,356792,24,34,3,1
38,Male,Rural,1219888,384,562585,48,12,5,0
33,Female,Urban,955013,456,192724,72,1,2,0
38,Male,Rural,271468,636,618132,24,35,3,0
28,Female,Rural,1563532,490,56286,36,21,3,0
54,Male,Urban,1447503,798,916905,72,19,3,1
53,Female,Rural,1020062,320,323443,72,6,4,0
52,Male,Urban,1847201,791,111430,12,11,4,0
36,Female,Rural,1642372,436,314025,48,14,2,0
37,Male,Rural,137161,535,944705,36,28,5,0
35,Female,Urban,381193,302,356460,48,7,0,0
64,Female,Urban,1263768,322,896758,36,22,3,0
58,Male,Rural,1799518,440,798787,60,12,4,0
31,Male,Urban,1104170,337,214373,36,32,2,0
32,Male,Urban,1922459,461,58893,60,4,0,0
48,Male,Rural,1731955,521,66320,12,18,3,0
18,Female,Urban,163102,709,212267,60,6,2,0
20,Male,Rural,863640,319,618109,24,3,2,0
33,Female,Urban,270423,857,666806,72,36,5,0
40,Female,Urban,1125608,401,341026,36,8,2,0
28,Male,Urban,257868,786,511054,12,18,4,0
29,Female,Urban,1788492,606,740792,72,24,1,1
27,Male,Rural,1147196,356,727876,48,0,3,0
49,Male,Urban,1152833,439,410958,36,3,1,0
33,Male,Urban,689252,773,376219,36,17,0,1
25,Female,Urban,1579262,416,745989,60,6,5,0
55,Male,Rural,203257,437,882745,60,18,5,0
29,Female,Rural,364056,620,946389,36,22,5,0
41,Male,Rural,994699,567,942534,36,27,4,0
45,Female,Urban,1160883,735,615730,24,28,0,0
25,Female,Urban,1139431,350,252496,48,5,4,0
45,Male,Rural,123109,619,897424,24,26,3,0
53,Female,Rural,1752155,830,277206,24,3,5,0
43,Female,Urban,1332244,637,550138,48,22,4,0
25,Male,Urban,195926,323,996939,12,29,1,0
45,Male,Urban,1437651,581,553593,48,23,2,0
45,Male,Urban,984289,335,797356,12,31,4,0
54,Female,Urban,213947,799,793841,36,10,3,0
58,Female,Urban,601225,843,434134,72,29,2,0
53,Male,Rural,1571832,557,121803,24,25,3,0
44,Male,Urban,1231845,637,156807,36,15,1,0
34,Male,Urban,1949892,476,399312,24,5,3,0
26,Female,Urban,1495727,796,832692,60,24,5,0
50,Female,Urban,1793602,729,67561,24,19,1,1
37,Female,Urban,1511254,792,254785,24,9,5,0
30,Male,Rural,678403,894,69740,24,38,2,1
45,Male,Urban,527775,567,297458,12,0,2,0
65,Male,Rural,746336,746,599924,60,10,2,1
46,Female,Urban,1340909,539,775769,12,11,3,0
30,Male,Rural,1630893,416,464404,48,19,2,0
63,Male,Urban,1414839,885,944941,48,11,0,1
52,Female,Urban,1262834,705,279489,60,15,3,1
23,Male,Urban,733067,565,547133,48,14,3,0
35,Male,Rural,1044977,605,533331,36,25,1,0
22,Female,Urban,175528,718,165398,12,10,4,0
64,Male,Urban,148883,872,996933,24,2,2,0
42,Male,Urban,1896598,886,493006,36,1,1,0
19,Male,Urban,645022,316,695746,24,18,3,0
27,Male,Urban,1325080,311,797964,48,31,2,0
47,Male,Urban,1513068,814,591139,12,22,2,0
62,Female,Rural,1995738,884,592555,48,23,4,0
22,Male,Rural,762834,382,241110,72,12,4,0
50,Female,Urban,1441234,682,990208,72,0,1,1
18,Male,Urban,422834,383,651788,12,38,3,0
35,Male,Urban,429021,886,704477,24,4,5,0
49,Male,Urban,938398,812,813591,24,12,5,0
64,Male,Urban,1291156,864,442855,72,36,3,0
28,Male,Rural,353705,808,658818,24,7,5,0
38,Male,Rural,1009733,471,814405,60,39,4,0
43,Female,Rural,206626,790,691054,48,29,5,0
42,Male,Urban,1803929,565,784970,60,27,0,0
39,Female,Urban,1186888,758,311249,36,28,3,0
44,Male,Rural,910128,307,491287,60,35,2,0
30,Male,Urban,1972090,444,704426,24,19,4,0
50,Male,Urban,1453288,434,627706,12,4,1,0
51,Male,Urban,1648484,720,327756,48,6,1,1
58,Female,Rural,728572,367,542631,48,29,5,0
52,Female,Rural,483758,875,187906,48,37,3,1
18,Male,Urban,1480969,553,251157,36,6,0,0
38,Male,Rural,1887491,699,298496,48,10,0,1
65,Female,Rural,700759,655,970079,72,10,1,0
23,Male,Urban,1489387,549,450092,36,19,0,0
45,Male,Urban,1522990,463,776184,24,32,1,0
34,Male,Urban,232466,566,489197,12,14,2,0
22,Male,Urban,1567486,683,118012,24,3,2,1
48,Male,Rural,1789988,684,913942,60,9,5,0
22,Female,Rural,438434,564,589151,48,37,5,0
55,Female,Urban,370382,836,362547,60,39,0,0
20,Female,Rural,613181,869,211182,36,2,3,1
40,Male,Urban,784782,323,761690,24,23,3,0
54,Female,Urban,1189291,883,575645,48,1,3,1
54,Female,Rural,647237,671,197193,72,22,4,0
27,Female,Urban,1198779,426,479575,36,18,2,0
27,Male,Urban,1121104,473,534107,24,7,4,0
36,Female,Urban,737014,317,677690,24,25,4,0
34,Male,Urban,1190222,750,388775,36,17,3,1
38,Female,Urban,1532270,362,738188,12,8,4,0
31,Male,Urban,1158378,451,199413,24,39,3,0
26,Male,Urban,1053181,773,852486,48,35,3,0
63,Male,Urban,517035,806,234972,60,8,5,0
18,Female,Urban,1978098,307,620833,36,32,0,0
62,Male,Urban,999615,523,564210,12,10,2,0
30,Female,Urban,1879599,499,294444,24,40,3,0
21,Female,Rural,336042,432,891021,60,23,4,0
18,Female,Urban,1810302,838,803683,72,23,0,0
57,Female,Rural,306688,681,123269,12,31,3,0
49,Female,Urban,906454,490,109233,36,32,0,0
51,Female,Urban,435779,530,244626,24,39,1,0
45,Male,Rural,1462205,874,914637,72,16,5,1
48,Female,Urban,323205,622,625166,24,25,3,0
25,Female,Urban,1690851,351,136887,72,32,2,0
56,Male,Urban,401879,636,836402,36,1,0,0
43,Female,Urban,1632347,894,774969,60,1,5,0
51,Male,Urban,1015544,632,300718,60,13,2,0
20,Male,Urban,505089,734,141767,48,20,5,0
29,Male,Urban,552112,773,754264,24,22,0,1
18,Male,Urban,590656,806,310725,36,21,2,1
61,Female,Urban,1941918,707,636428,24,35,5,1
22,Female,Urban,1129277,678,829252,48,0,4,0
47,Female,Rural,104364,504,744577,48,31,4,0
47,Female,Rural,117291,657,337930,12,28,4,0
34,Male,Urban,1086491,548,405503,24,4,3,0
65,Male,Rural,567999,448,888160,36,35,1,0
64,Female,Urban,687862,784,894595,12,24,2,0
40,Female,Urban,265980,617,950294,72,21,5,0
32,Male,Urban,1492125,810,384404,36,4,3,1
54,Female,Rural,569793,586,570791,48,2,1,0
38,Female,Urban,739570,687,622110,60,23,1,1
31,Female,Rural,337323,442,923921,60,32,1,0
19,Male,Rural,1966840,702,839176,36,27,5,0
28,Male,Urban,1091385,885,593630,36,20,3,1
56,Female,Urban,486641,466,740788,60,15,4,0
55,Female,Rural,140639,863,416450,12,10,5,0
51,Male,Urban,614943,679,189905,60,5,4,0
55,Female,Rural,1966909,509,734248,48,18,5,0
51,Female,Rural,287257,343,50794,24,37,0,0
35,Male,Urban,821313,764,883587,36,17,1,0
47,Male,Urban,1611676,828,142788,12,9,4,1
32,Male,Urban,967616,630,308610,72,11,3,1
44,Male,Rural,303519,607,908996,48,32,2,0
51,Female,Urban,864062,370,247650,24,14,4,0
55,Male,Urban,1857495,589,710073,12,11,2,0
50,Female,Urban,1342685,520,85823,36,4,3,0
41,Female,Rural,516542,810,664557,12,0,1,1
32,Male,Urban,329324,840,644416,48,37,2,0
47,Female,Rural,1578423,785,678809,60,33,5,0
59,Male,Urban,293092,475,156462,36,11,2,0
34,Male,Urban,890962,691,731804,24,29,3,0
22,Female,Rural,644704,879,129500,72,10,1,1
46,Female,Urban,1545217,391,125674,36,8,4,0
21,Male,Urban,330381,607,753917,48,6,4,0
27,Male,Rural,1234856,886,376930,24,16,5,0
34,Male,Urban,797351,637,660450,48,25,1,0
27,Male,Urban,1895065,896,951604,36,26,1,1
34,Male,Urban,597770,357,241912,12,32,5,0
37,Female,Urban,430659,360,140382,48,38,3,0
41,Male,Rural,767228,723,301803,60,4,4,0
22,Female,Urban,539010,572,491963,60,36,5,0
51,Male,Urban,1866468,525,322739,36,8,4,0
23,Female,Urban,1509463,636,96875,72,22,5,1
19,Female,Urban,1068493,826,499073,24,29,0,1
30,Female,Urban,902149,658,202352,12,35,5,0
60,Male,Urban,1948137,638,522875,24,0,5,0
60,Female,Rural,1722910,637,424838,48,7,2,1
65,Female,Rural,903466,788,220104,36,0,0,1
28,Female,Rural,582931,676,727205,12,9,3,0
64,Female,Urban,782503,568,702168,36,6,0,0
40,Male,Urban,847508,453,407411,36,37,1,0
33,Female,Rural,767793,307,449557,36,2,5,0
48,Female,Urban,1442713,581,869841,24,6,5,0
28,Female,Rural,473119,697,250170,48,7,5,0
33,Female,Rural,831603,545,739322,48,33,2,0
25,Female,Urban,803998,433,624617,72,39,5,0
21,Female,Urban,1868185,526,664980,24,31,2,0
57,Female,Urban,943245,333,92262,60,31,3,0
21,Female,Urban,1284633,595,618891,12,4,3,0
42,Male,Rural,692386,774,529109,72,26,2,1
20,Female,Rural,820235,439,853388,12,12,3,0
49,Female,Rural,584750,684,94352,24,11,2,0
20,Male,Urban,319067,584,669874,36,9,2,0
44,Male,Rural,1998111,508,831694,36,0,4,0
46,Female,Rural,1840487,381,244600,48,20,1,0
49,Female,Rural,733581,732,117936,24,6,2,1
36,Male,Rural,1885910,699,317033,60,9,0,1
38,Female,Urban,994021,654,868136,60,16,5,0
22,Female,Urban,634392,663,877148,12,36,2,1
35,Male,Urban,347277,594,800672,12,0,5,0
45,Male,Urban,1304579,721,731359,36,12,5,0
59,Female,Urban,1662067,305,272334,36,22,4,0
39,Female,Urban,310207,892,713851,24,27,5,0
38,Male,Urban,1808805,885,508909,36,18,2,1
23,Male,Urban,1292944,779,332753,36,31,2,1
18,Male,Rural,1815137,814,136851,48,9,4,1
22,Female,Urban,1498481,526,974876,24,17,1,0
58,Male,Urban,682892,580,139552,12,7,5,0
29,Female,Urban,1380217,639,600038,72,15,3,0
43,Male,Urban,1223027,706,600940,24,34,4,0
63,Female,Urban,1344687,874,533823,60,37,5,0
51,Male,Urban,1007244,741,870280,36,16,3,0
31,Female,Urban,1174445,691,574088,72,22,5,0
43,Female,Rural,1332189,734,599064,12,25,3,0
62,Male,Urban,1120167,400,774750,24,39,0,0
44,Male,Rural,161060,547,201361,72,22,5,0
26,Female,Rural,1783799,597,313388,72,22,2,0
43,Male,Rural,128456,714,523441,12,6,5,0
64,Female,Urban,1836558,404,358048,36,11,3,0
39,Male,Urban,502908,358,455069,12,21,3,0
64,Male,Urban,279002,509,328105,12,16,3,0
47,Female,Urban,1079464,394,882225,12,12,5,0
60,Female,Urban,788115,643,760594,72,37,0,0
65,Female,Urban,748233,350,796385,72,13,5,0
34,Male,Urban,1548977,800,428340,60,6,4,1
43,Male,Urban,1035725,863,990003,48,18,3,0
53,Female,Rural,933402,439,952950,24,38,1,0
18,Male,Urban,967537,401,295846,72,6,5,0
25,Male,Urban,1681487,419,967883,12,26,0,0
52,Male,Rural,1691067,607,877161,60,16,1,0
32,Male,Rural,312772,772,627651,12,33,4,0
64,Female,Urban,1986537,746,101022,12,10,1,0
39,Female,Urban,726963,375,678119,48,8,2,0
31,Female,Urban,773189,451,163875,60,38,1,0
43,Female,Rural,1679944,890,273652,72,2,1,1
45,Female,Urban,514422,790,812071,48,22,1,0
40,Female,Rural,413199,704,760605,60,39,0,1
31,Female,Rural,511515,551,793932,24,3,4,0
41,Male,Urban,1197661,674,967501,24,15,2,0
19,Male,Urban,541066,640,134831,48,20,4,0
62,Female,Urban,1121075,418,647730,24,24,1,0
43,Male,Urban,716342,452,832102,12,4,1,0
31,Male,Urban,1921745,823,878320,24,0,5,1
24,Female,Urban,323364,373,612561,24,31,1,0
20,Female,Rural,1800826,456,622155,24,36,5,0
64,Female,Rural,1468648,520,287772,12,19,3,0
40,Male,Urban,1290698,473,945645,60,10,4,0
63,Female,Urban,1218077,537,55089,24,32,2,0
60,Female,Rural,151304,820,416154,24,35,1,0
64,Female,Rural,640963,843,829236,36,31,2,0
62,Male,Urban,221063,795,641441,72,18,0,0
35,Male,Rural,155554,440,798499,72,38,3,0
55,Male,Urban,1770076,480,852096,36,17,4,0
52,Male,Urban,951893,397,558236,72,35,4,0
32,Male,Urban,1600451,609,344665,60,23,5,0
42,Male,Rural,1210012,679,293644,24,31,2,1
54,Female,Urban,1931023,671,351024,24,8,1,0
45,Female,Rural,1682124,712,779521,60,23,3,0
27,Female,Urban,1940610,759,589582,60,14,2,1
56,Male,Urban,1533187,476,440659,36,21,5,0
34,Male,Urban,1823548,769,743123,72,33,0,1
56,Male,Urban,1457721,668,175800,72,9,2,1
39,Male,Urban,1122855,785,72180,12,1,5,1
43,Male,Urban,1913576,856,352825,60,38,1,1
61,Male,Urban,1419829,543,272411,36,6,2,0
42,Female,Urban,1798372,426,289475,72,0,4,0
34,Female,Urban,841288,411,738054,48,8,1,0
30,Female,Rural,1647683,741,836136,12,25,2,1
37,Female,Urban,1716607,570,590192,36,14,2,0
42,Female,Urban,1366224,613,562307,60,21,2,0
21,Female,Rural,1098635,706,763294,48,22,4,0
27,Female,Urban,245004,536,893731,72,2,4,0
20,Female,Urban,1067658,461,287030,48,10,2,0
58,Female,Urban,1636886,680,741531,60,21,5,0
62,Male,Urban,1197488,760,996637,60,39,3,1
35,Female,Urban,326973,612,614373,48,13,0,0
64,Female,Urban,1244046,580,477735,12,15,3,0
53,Female,Urban,1650715,855,671003,48,33,5,0
64,Male,Urban,1182883,440,500259,60,4,0,0
39,Male,Urban,162667,353,86079,12,7,2,0
51,Female,Urban,1606722,838,553771,72,1,1,1
64,Female,Urban,599795,819,951047,36,10,5,0
25,Male,Rural,1691184,783,441114,24,40,4,0
57,Female,Urban,1856373,801,606245,24,40,3,0
61,Female,Urban,1365030,470,160944,24,40,4,0
36,Male,Rural,1842196,675,237321,36,22,5,0
59,Female,Rural,1903837,376,655133,72,0,4,0
58,Male,Urban,141017,482,198428,36,9,4,0
54,Female,Urban,1678809,304,685879,48,5,0,0
23,Female,Urban,1341524,870,757279,36,2,1,1
43,Female,Rural,801429,536,134957,36,18,2,0
51,Female,Urban,348681,798,87120,60,28,3,1
62,Male,Urban,1192347,318,197995,36,14,1,0
23,Female,Rural,500199,364,263726,60,22,5,0
54,Female,Urban,1700136,621,87475,48,7,4,0
50,Female,Urban,716173,535,991487,24,24,0,0
39,Male,Urban,1097893,588,689340,12,23,4,0
38,Male,Rural,1044914,535,694209,24,37,0,0
23,Male,Rural,335605,721,938769,72,11,4,0
23,Female,Urban,614926,690,427142,48,0,1,1
65,Male,Urban,1749811,304,585145,12,3,3,0
21,Female,Urban,1354975,436,201908,24,38,3,0
47,Female,Urban,817779,696,80314,48,29,5,0
28,Female,Urban,144506,347,521169,48,33,0,0
47,Female,Urban,471846,857,851696,60,40,4,0
48,Female,Urban,1606421,363,98432,36,32,2,0
41,Female,Urban,1801399,840,374259,60,29,2,0
26,Male,Urban,615450,829,495085,60,39,4,0
20,Female,Urban,669607,318,828483,24,12,5,0
48,Female,Rural,1236962,475,380209,48,29,3,0
57,Female,Urban,382634,812,964577,36,18,3,0
54,Female,Urban,1742339,517,323315,48,19,3,0
53,Male,Urban,926945,850,765799,12,37,4,0
41,Male,Urban,1994272,866,734661,24,3,4,1
48,Female,Rural,1746854,790,769021,60,22,3,1
23,Male,Urban,1401527,607,226404,36,24,4,0
19,Female,Rural,907819,754,524652,72,10,3,1
37,Male,Rural,1437150,323,388636,36,30,4,0
45,Male,Urban,1880551,582,260495,36,11,4,0
28,Male,Urban,1681509,670,146009,12,40,1,0
21,Female,Urban,863110,877,670172,60,33,4,0
32,Female,Rural,1676535,418,612570,36,29,1,0
23,Female,Urban,1291027,548,172981,48,15,4,0
47,Female,Rural,1718469,361,59846,72,31,5,0
55,Male,Urban,1631883,699,503817,72,35,2,0
19,Male,Urban,1163581,439,841813,36,17,4,0
32,Female,Urban,1643910,851,126722,72,7,2,1
28,Female,Urban,1498615,517,583257,36,30,5,0
25,Male,Urban,533434,309,923407,36,35,4,0
43,Female,Urban,1886141,866,559937,12,12,1,1
62,Female,Urban,1379103,388,210076,60,17,4,0
61,Male,Urban,1583982,815,943295,48,34,0,1
22,Male,Urban,160276,773,516545,72,26,0,0
23,Female,Urban,608161,552,965362,24,5,0,0
43,Male,Urban,1984935,682,115134,36,9,2,1
21,Male,Rural,950576,322,216869,60,36,2,0
36,Female,Urban,1849551,860,925792,12,6,5,0
37,Male,Urban,1182044,661,546130,48,15,5,0
50,Male,Urban,1578796,684,239179,60,1,3,0
37,Male,Urban,494193,686,805455,36,24,1,0
29,Female,Urban,368180,539,303085,60,25,4,0
64,Female,Rural,514435,614,744753,12,25,5,0
18,Male,Urban,915051,506,922218,24,17,0,0
43,Male,Rural,1924874,534,835580,12,37,2,0
31,Female,Urban,433441,573,354003,72,19,4,0
55,Female,Rural,579102,448,125168,72,27,5,0
54,Female,Urban,1740275,867,365306,24,2,5,0
28,Male,Urban,1226038,580,339694,36,35,4,0
53,Female,Urban,853876,459,229986,48,39,1,0
30,Female,Urban,783742,369,727514,72,0,5,0
60,Female,Rural,651951,639,138563,12,9,2,1
20,Female,Rural,122156,540,95604,48,30,0,0
50,Male,Urban,262049,462,742046,12,19,3,0
23,Female,Urban,1958673,382,253603,48,7,5,0
